fecha,apertura,maximo,minimo,cierre,volumen,openint
"2005-01-03","108.15000","108.59","106.93","107.32000","11693100","0"
"2005-01-04","107.45000","107.6","105.89","106.30000","10629200","0"
"2005-01-05","106.30000","106.78","105.71","105.71000","10889300","0"
"2005-01-06","106.13000","106.66","105.83","106.04000","8568900","0"
"2005-01-07","106.41000","106.5","105.63","105.84000","8555700","0"
"2005-01-10","105.84000","106.63","105.77","106.20000","6028200","0"
"2005-01-11","105.90000","105.91","105.27","105.52000","7594300","0"
"2005-01-12","105.58000","106.23","104.96","106.03000","10574600","0"
"2005-01-13","105.96000","106.1","104.81","104.95000","7671600","0"
"2005-01-14","105.13000","105.65","105.05","105.44000","5987300","0"
"2005-01-18","105.25000","106.29","105","106.16000","6601900","0"
"2005-01-19","106.15000","106.25","105.23","105.25000","6635800","0"
"2005-01-20","105.06000","105.48","104.58","104.76000","8665200","0"
"2005-01-21","104.95000","105.03","103.78","103.84000","7982400","0"
"2005-01-24","104.11000","104.31","103.62","103.75000","9879700","0"
"2005-01-25","104.09000","105.01","104.05","104.59000","9752500","0"
"2005-01-26","104.95000","105.25","104.68","104.79000","7853400","0"
"2005-01-27","104.45000","104.83","104.21","104.57000","8431500","0"
"2005-01-28","104.54000","104.65","103.76","104.44000","7814100","0"
"2005-01-31","104.98000","105.05","104.48","104.80000","5334200","0"
"2005-02-01","105.02000","105.64","104.84","105.40000","4809800","0"
"2005-02-02","105.46000","106.13","105.35","105.88000","4661200","0"
"2005-02-03","105.70000","105.95","105.44","105.92000","4840500","0"
"2005-02-04","105.80000","107.21","105.76","107.00000","6413300","0"
"2005-02-07","106.93000","107.27","106.91","107.01000","3710500","0"
"2005-02-08","107.06000","107.42","106.91","107.25000","5046600","0"
"2005-02-09","107.42000","107.48","106.63","106.74000","7445900","0"
"2005-02-10","107.03000","107.7","106.93","107.50000","5225800","0"
"2005-02-11","107.42000","108.39","107.14","108.09000","4726100","0"
"2005-02-14","108.01000","108.12","107.84","107.98000","3689300","0"
"2005-02-15","108.06000","108.61","107.92","108.47000","4716000","0"
"2005-02-16","108.28000","108.68","108.09","108.45000","4286000","0"
"2005-02-17","108.46000","108.56","107.67","107.72000","5746600","0"
"2005-02-18","107.48000","107.84","107.2","107.81000","4913900","0"
"2005-02-22","107.33000","107.67","105.99","106.01000","8991100","0"
"2005-02-23","106.35000","106.95","106.19","106.83000","6459300","0"
"2005-02-24","106.58000","107.55","106.36","107.41000","7124400","0"
"2005-02-25","107.43000","108.42","107.3","108.36000","4990500","0"
"2005-02-28","108.11000","108.98","107.26","107.70000","7471500","0"
"2005-03-01","107.76000","108.49","107.76","108.23000","5324700","0"
"2005-03-02","107.81000","108.69","107.74","108.07000","7641200","0"
"2005-03-03","108.42000","108.67","107.64","108.25000","8279900","0"
"2005-03-04","108.91000","109.61","108.65","109.54000","6125300","0"
"2005-03-07","109.39000","109.83","109.3","109.33000","4131700","0"
"2005-03-08","109.29000","109.52","108.96","109.16000","7533400","0"
"2005-03-09","108.83000","109.23","108","108.01000","5061800","0"
"2005-03-10","108.21000","108.73","107.74","108.47000","5215200","0"
"2005-03-11","108.49000","108.81","107.65","107.84000","3489500","0"
"2005-03-14","107.95000","108.16","107.58","108.14000","3475700","0"
"2005-03-15","108.39000","108.48","107.52","107.57000","3926400","0"
"2005-03-16","106.95000","107.11","106.19","106.35000","6534200","0"
"2005-03-17","106.56000","106.68","106.04","106.29000","4476300","0"
"2005-03-18","106.38000","106.44","105.44","105.96000","10707400","0"
"2005-03-21","106.04000","106.12","105.23","105.42000","7323200","0"
"2005-03-22","105.54000","106.03","104.5","104.53000","7073800","0"
"2005-03-23","104.49000","105.55","104.21","104.41000","7419100","0"
"2005-03-24","104.72000","105.15","104.35","104.44000","5058800","0"
"2005-03-28","104.60000","105.23","104.56","104.76000","4973700","0"
"2005-03-29","104.61000","105.13","103.86","104.07000","7664600","0"
"2005-03-30","104.18000","105.39","104.18","105.34000","5660200","0"
"2005-03-31","105.17000","105.32","104.8","104.99000","7393000","0"
"2005-04-01","105.43000","105.62","103.74","104.05000","7749800","0"
"2005-04-04","104.08000","104.82","103.46","104.22000","11560400","0"
"2005-04-05","104.29000","104.68","104.15","104.59000","4399600","0"
"2005-04-06","104.80000","105.24","104.72","105.02000","4537500","0"
"2005-04-07","104.81000","105.58","104.75","105.52000","3853000","0"
"2005-04-08","105.45000","105.54","104.52","104.54000","3654000","0"
"2005-04-11","104.79000","104.81","104.38","104.47000","3188400","0"
"2005-04-12","104.20000","105.3","103.56","104.99000","9172900","0"
"2005-04-13","104.92000","105.22","103.75","103.98000","8180200","0"
"2005-04-14","104.10000","104.17","102.39","102.40000","10942200","0"
"2005-04-15","102.21000","102.6","100.62","100.70000","12193100","0"
"2005-04-18","100.62000","101.01","100.11","100.55000","13005800","0"
"2005-04-19","101.01000","101.5","100.8","101.25000","7636100","0"
"2005-04-20","101.51000","101.78","99.89","100.14000","12036000","0"
"2005-04-21","100.95000","102.29","100.68","102.12000","7350700","0"
"2005-04-22","101.90000","102.16","100.62","101.83000","6177700","0"
"2005-04-25","102.05000","102.58","101.88","102.40000","4631900","0"
"2005-04-26","102.06000","102.62","101.43","101.51000","6078200","0"
"2005-04-27","101.11000","102.17","100.74","101.90000","10439100","0"
"2005-04-28","101.64000","101.83","100.52","100.52000","7085300","0"
"2005-04-29","101.31000","101.98","100.44","101.88000","10208100","0"
"2005-05-02","102.24000","102.6","101.86","102.58000","5349200","0"
"2005-05-03","102.32000","103.08","102.05","102.89000","7119400","0"
"2005-05-04","103.01000","103.93","102.67","103.77000","8806300","0"
"2005-05-05","103.81000","104.08","102.99","103.50000","8842600","0"
"2005-05-06","103.92000","104.05","103.4","103.43000","5384600","0"
"2005-05-09","103.46000","103.88","103.21","103.75000","3919900","0"
"2005-05-10","103.36000","103.49","102.5","102.70000","6966000","0"
"2005-05-11","102.99000","103.25","100.6","103.02000","7706400","0"
"2005-05-12","103.02000","103.34","101.93","101.93000","5568000","0"
"2005-05-13","102.23000","102.47","100.86","101.67000","11754600","0"
"2005-05-16","101.62000","102.71","101.59","102.64000","5840500","0"
"2005-05-17","102.37000","103.55","102.28","103.49000","5974300","0"
"2005-05-18","103.92000","105.06","103.86","104.84000","8504100","0"
"2005-05-19","104.96000","105.2","104.59","105.14000","5084800","0"
"2005-05-20","104.83000","104.85","104.12","104.63000","6350000","0"
"2005-05-23","104.63000","105.5","104.63","105.22000","5311100","0"
"2005-05-24","104.92000","105.13","104.63","104.83000","5150700","0"
"2005-05-25","104.71000","104.71","104.16","104.59000","5066300","0"
"2005-05-26","104.99000","105.35","104.84","105.27000","4763000","0"
"2005-05-27","105.30000","105.44","105.07","105.37000","2108400","0"
"2005-05-31","105.32000","105.35","104.57","104.63000","5593500","0"
"2005-06-01","104.64000","105.83","104.61","105.33000","7954100","0"
"2005-06-02","105.11000","105.56","105.04","105.47000","3466500","0"
"2005-06-03","105.27000","105.44","104.38","104.72000","5010900","0"
"2005-06-06","104.66000","104.99","104.25","104.63000","3762800","0"
"2005-06-07","104.89000","105.74","104.79","104.88000","6884600","0"
"2005-06-08","105.27000","105.41","104.57","104.80000","6071000","0"
"2005-06-09","104.72000","105.24","104.38","104.98000","4067400","0"
"2005-06-10","105.14000","105.38","104.48","105.17000","5116000","0"
"2005-06-13","104.96000","105.94","104.76","105.34000","4819600","0"
"2005-06-14","105.28000","105.91","105.19","105.57000","4230500","0"
"2005-06-15","105.87000","105.92","104.99","105.74000","6120500","0"
"2005-06-16","105.70000","106.02","105.46","105.78000","6818000","0"
"2005-06-17","106.21000","106.51","105.89","106.04000","7460400","0"
"2005-06-20","105.68000","106.27","105.54","105.96000","3985700","0"
"2005-06-21","105.98000","106.2","105.69","106.00000","3868600","0"
"2005-06-22","106.21000","106.33","105.67","106.02000","3443200","0"
"2005-06-23","105.79000","105.87","103.9","104.05000","12820400","0"
"2005-06-24","103.99000","104.02","102.78","102.86000","10112200","0"
"2005-06-27","102.84000","103.26","102.44","102.95000","9062100","0"
"2005-06-28","103.18000","104","103.17","103.98000","6487700","0"
"2005-06-29","104.23000","104.25","103.55","103.60000","5146300","0"
"2005-06-30","103.94000","104.07","102.56","102.75000","9980200","0"
"2005-07-01","103.07000","103.45","102.83","103.12000","6490100","0"
"2005-07-05","102.85000","103.87","102.8","103.63000","4748300","0"
"2005-07-06","103.63000","103.85","102.61","102.67000","8958400","0"
"2005-07-07","101.75000","103.2","101.73","103.14000","13605200","0"
"2005-07-08","103.22000","104.63","103.06","104.56000","8894000","0"
"2005-07-11","104.63000","105.38","104.63","105.24000","6850100","0"
"2005-07-12","105.19000","105.49","104.85","105.10000","6653100","0"
"2005-07-13","105.31000","105.66","105.15","105.63000","6558400","0"
"2005-07-14","106.07000","106.57","106.04","106.42000","10993300","0"
"2005-07-15","106.35000","106.46","105.91","106.29000","4919500","0"
"2005-07-18","106.05000","106.25","105.66","105.92000","6085500","0"
"2005-07-19","106.45000","106.59","106.11","106.50000","4089500","0"
"2005-07-20","105.86000","106.89","105.75","106.69000","5896300","0"
"2005-07-21","106.91000","106.99","106.02","106.19000","8764500","0"
"2005-07-22","106.31000","106.55","105.82","106.48000","5838900","0"
"2005-07-25","106.52000","106.85","105.86","106.13000","5809500","0"
"2005-07-26","106.02000","106.2","105.64","105.82000","5628300","0"
"2005-07-27","106.09000","106.46","105.74","106.35000","7168500","0"
"2005-07-28","106.62000","107.13","106.33","107.07000","6657600","0"
"2005-07-29","107.02000","107.16","106.39","106.63000","5555800","0"
"2005-08-01","106.72000","106.72","106.1","106.19000","4705300","0"
"2005-08-02","106.47000","107","106.36","106.71000","4396000","0"
"2005-08-03","106.53000","107.04","106.37","107.00000","3294800","0"
"2005-08-04","106.65000","106.73","106.01","106.12000","5165600","0"
"2005-08-05","105.94000","106.09","105.54","105.65000","7195400","0"
"2005-08-08","105.94000","106.05","105.25","105.54000","6558900","0"
"2005-08-09","105.87000","106.43","105.82","106.27000","5434900","0"
"2005-08-10","106.73000","107.33","105.79","106.24000","8486900","0"
"2005-08-11","106.13000","107","106.04","106.87000","5904200","0"
"2005-08-12","106.65000","106.68","105.8","106.01000","5364600","0"
"2005-08-15","106.06000","106.7","105.73","106.62000","4771700","0"
"2005-08-16","106.24000","106.4","105.23","105.40000","6926100","0"
"2005-08-17","105.39000","106.11","105.28","105.68000","7506900","0"
"2005-08-18","105.47000","106.17","105.37","105.76000","6738100","0"
"2005-08-19","105.87000","106.2","105.52","105.73000","4033700","0"
"2005-08-22","105.87000","106.38","105.17","105.66000","6955900","0"
"2005-08-23","105.64000","105.73","104.91","105.28000","7005500","0"
"2005-08-24","104.99000","105.55","104.16","104.18000","9087300","0"
"2005-08-25","104.34000","104.59","104.2","104.46000","5455000","0"
"2005-08-26","104.36000","104.39","103.79","103.90000","5546800","0"
"2005-08-29","103.50000","104.81","103.45","104.64000","6550500","0"
"2005-08-30","104.33000","104.33","103.45","104.00000","8570600","0"
"2005-08-31","104.08000","104.98","103.54","104.89000","9550500","0"
"2005-09-01","104.78000","105.19","104.22","104.60000","7401300","0"
"2005-09-02","104.78000","104.93","104.3","104.60000","11825700","0"
"2005-09-06","104.98000","105.93","104.92","105.83000","10764100","0"
"2005-09-07","105.81000","106.37","105.71","106.23000","7275200","0"
"2005-09-08","105.98000","106.29","105.67","105.91000","5879400","0"
"2005-09-09","106.14000","106.93","106.06","106.76000","7455200","0"
"2005-09-12","106.70000","107.01","106.63","106.81000","4963100","0"
"2005-09-13","106.59000","106.81","106.01","106.11000","6012100","0"
"2005-09-14","106.27000","106.41","105.43","105.57000","6906300","0"
"2005-09-15","105.81000","105.9","105.26","105.66000","7019800","0"
"2005-09-16","105.95000","106.38","105.65","106.23000","6798000","0"
"2005-09-19","106.12000","106.15","105.13","105.54000","8614200","0"
"2005-09-20","105.68000","105.97","104.57","104.72000","11004400","0"
"2005-09-21","104.51000","104.51","103.62","103.72000","10703900","0"
"2005-09-22","103.74000","104.4","103.44","104.04000","7932400","0"
"2005-09-23","103.92000","104.5","103.67","104.10000","4977400","0"
"2005-09-26","104.65000","105.03","104.02","104.44000","6407000","0"
"2005-09-27","104.37000","104.9","104.07","104.53000","8164000","0"
"2005-09-28","104.80000","105.04","104.16","104.70000","6376600","0"
"2005-09-29","104.60000","105.55","104.1","105.40000","9185600","0"
"2005-09-30","105.36000","105.79","105.2","105.75000","4173500","0"
"2005-10-03","105.74000","106.01","105.16","105.28000","5411100","0"
"2005-10-04","105.46000","105.64","104.17","104.17000","6460100","0"
"2005-10-05","104.28000","104.35","103.16","103.22000","8902200","0"
"2005-10-06","103.34000","103.71","102.19","102.90000","11180700","0"
"2005-10-07","103.35000","103.51","102.82","102.97000","6857700","0"
"2005-10-10","103.18000","103.24","102.29","102.32000","5053400","0"
"2005-10-11","102.69000","103.18","102.35","102.53000","7940900","0"
"2005-10-12","102.54000","103.12","101.88","102.03000","16985900","0"
"2005-10-13","102.03000","102.44","101.58","101.96000","8092800","0"
"2005-10-14","102.49000","102.97","102","102.83000","8778000","0"
"2005-10-17","103.07000","103.64","102.94","103.50000","10069000","0"
"2005-10-18","103.56000","103.76","102.86","102.87000","4804800","0"
"2005-10-19","102.61000","104.35","102.36","104.31000","12386500","0"
"2005-10-20","104.06000","104.38","102.49","102.78000","10698500","0"
"2005-10-21","102.97000","103.05","101.87","102.14000","10676600","0"
"2005-10-24","102.54000","103.84","102.44","103.75000","11282600","0"
"2005-10-25","103.58000","104.06","103.07","103.73000","6670700","0"
"2005-10-26","103.45000","104.26","103.31","103.53000","7677200","0"
"2005-10-27","103.32000","103.42","102.2","102.34000","5419700","0"
"2005-10-28","102.65000","103.96","102.46","103.84000","8511600","0"
"2005-10-31","104.24000","104.79","103.89","103.91000","5545300","0"
"2005-11-01","104.25000","104.48","103.97","104.14000","5384200","0"
"2005-11-02","103.86000","104.89","103.76","104.70000","6404400","0"
"2005-11-03","105.15000","105.59","104.88","105.24000","6457000","0"
"2005-11-04","105.37000","105.49","104.74","105.19000","4156100","0"
"2005-11-07","105.49000","105.87","105.17","105.61000","3315300","0"
"2005-11-08","105.45000","105.74","105.3","105.60000","3077000","0"
"2005-11-09","105.42000","106.11","105.27","105.60000","4387700","0"
"2005-11-10","105.59000","106.68","105.33","106.58000","7607000","0"
"2005-11-11","106.56000","107.11","106.5","107.02000","3297100","0"
"2005-11-14","106.96000","107.24","106.89","107.20000","3607500","0"
"2005-11-15","107.18000","107.57","106.77","107.12000","7408600","0"
"2005-11-16","107.16000","107.35","106.73","107.04000","6907300","0"
"2005-11-17","107.14000","107.48","106.86","107.38000","5314900","0"
"2005-11-18","107.57000","107.7","106.9","107.53000","8014100","0"
"2005-11-21","107.76000","108.3","107.53","108.16000","5133000","0"
"2005-11-22","107.98000","108.74","107.84","108.64000","7228500","0"
"2005-11-23","108.42000","109.46","108.42","109.18000","5403700","0"
"2005-11-25","109.22000","109.5","109.22","109.33000","1592000","0"
"2005-11-28","109.42000","109.49","108.76","109.04000","7206600","0"
"2005-11-29","109.31000","109.59","108.87","108.89000","6528800","0"
"2005-11-30","108.98000","109.28","108.07","108.22000","6157600","0"
"2005-12-01","108.74000","109.39","108.64","109.06000","5846400","0"
"2005-12-02","109.03000","109.26","108.65","108.82000","5151600","0"
"2005-12-05","108.59000","108.76","108.14","108.39000","4607400","0"
"2005-12-06","108.81000","109.28","108.48","108.70000","5144600","0"
"2005-12-07","108.68000","108.73","107.69","108.10000","8612700","0"
"2005-12-08","108.17000","108.53","107.37","107.64000","7453200","0"
"2005-12-09","107.67000","108.11","107.35","107.74000","5128500","0"
"2005-12-12","108.10000","108.2","107.42","107.72000","5096700","0"
"2005-12-13","107.76000","108.79","107.58","108.39000","7731500","0"
"2005-12-14","108.42000","109.29","108.42","109.00000","7047300","0"
"2005-12-15","109.00000","109.5","108.7","108.77000","8461800","0"
"2005-12-16","108.98000","109.24","108.5","108.51000","4574600","0"
"2005-12-19","108.80000","109.05","108.05","108.21000","7584500","0"
"2005-12-20","108.24000","108.42","107.7","107.89000","5050500","0"
"2005-12-21","108.08000","108.84","107.99","108.15000","5923100","0"
"2005-12-22","108.36000","108.75","108.16","108.71000","4253800","0"
"2005-12-23","108.85000","108.95","108.6","108.75000","1906900","0"
"2005-12-27","108.94000","109.25","107.64","107.75000","8655300","0"
"2005-12-28","107.99000","108.15","107.69","107.85000","4322100","0"
"2005-12-29","107.94000","108.15","107.55","107.68000","2908000","0"
"2005-12-30","107.40000","107.58","106.82","106.95000","5064300","0"
"2006-01-03","107.44000","108.56","106.74","108.33000","9761900","0"
"2006-01-04","108.43000","108.86","108.27","108.74000","5844500","0"
"2006-01-05","108.51000","109.02","108.36","108.88000","4843800","0"
"2006-01-06","109.33000","109.7","108.76","109.52000","9018200","0"
"2006-01-09","109.50000","110.21","109.47","109.98000","10421700","0"
"2006-01-10","109.56000","110.14","109.47","110.08000","6390700","0"
"2006-01-11","110.11000","110.46","109.88","110.43000","4388700","0"
"2006-01-12","110.22000","110.23","109.51","109.77000","6331700","0"
"2006-01-13","109.63000","109.93","109.19","109.54000","3712200","0"
"2006-01-17","109.15000","109.27","108.74","109.01000","3919300","0"
"2006-01-18","108.40000","108.9","108.21","108.60000","4990300","0"
"2006-01-19","108.73000","109.18","108.54","108.73000","4596400","0"
"2006-01-20","108.46000","108.5","106.45","106.47000","16613000","0"
"2006-01-23","106.64000","107.28","106.56","106.86000","7597800","0"
"2006-01-24","106.95000","107.41","106.78","106.94000","7148300","0"
"2006-01-25","107.28000","107.52","106.6","107.15000","9526200","0"
"2006-01-26","107.63000","108.2","107.45","108.01000","8234500","0"
"2006-01-27","108.22000","109.27","107.97","109.11000","7922800","0"
"2006-01-30","109.09000","109.2","108.76","108.91000","4826900","0"
"2006-01-31","108.79000","109.19","108.24","108.27000","5224900","0"
"2006-02-01","108.50000","109.62","108.5","109.57000","7069500","0"
"2006-02-02","109.30000","109.39","108.19","108.30000","7334900","0"
"2006-02-03","108.10000","108.62","107.74","107.79000","5109400","0"
"2006-02-06","107.95000","108.13","107.67","108.02000","3454100","0"
"2006-02-07","107.83000","108.21","107.32","107.48000","11363700","0"
"2006-02-08","107.72000","108.71","107.68","108.59000","5263100","0"
"2006-02-09","108.81000","109.56","108.67","108.84000","7852900","0"
"2006-02-10","108.84000","109.51","108.22","109.13000","7640600","0"
"2006-02-13","109.06000","109.49","108.56","109.05000","10955600","0"
"2006-02-14","109.29000","110.55","109.12","110.40000","13191000","0"
"2006-02-15","110.30000","110.83","109.99","110.70000","9483800","0"
"2006-02-16","110.82000","111.29","110.58","111.27000","5659600","0"
"2006-02-17","111.03000","111.23","110.68","111.02000","3942100","0"
"2006-02-21","111.20000","111.32","110.4","110.57000","9063600","0"
"2006-02-22","110.79000","111.52","110.73","111.10000","5032400","0"
"2006-02-23","111.10000","111.34","110.48","110.74000","9454400","0"
"2006-02-24","110.57000","110.86","110.09","110.76000","5469900","0"
"2006-02-27","110.78000","111.33","110.75","110.85000","2547900","0"
"2006-02-28","110.60000","110.76","109.78","109.90000","6669600","0"
"2006-03-01","110.24000","110.74","110.09","110.46000","4725800","0"
"2006-03-02","110.16000","110.5","109.82","110.38000","5009300","0"
"2006-03-03","109.87000","111.05","109.81","110.07000","6315400","0"
"2006-03-06","110.14000","110.37","109.28","109.63000","5497600","0"
"2006-03-07","109.36000","109.91","109.3","109.85000","6272900","0"
"2006-03-08","109.70000","110.33","109.27","110.10000","6355300","0"
"2006-03-09","110.18000","110.55","109.68","109.71000","6042500","0"
"2006-03-10","109.99000","111.04","109.87","110.85000","8351400","0"
"2006-03-13","111.04000","111.31","110.67","111.01000","5691000","0"
"2006-03-14","110.82000","111.76","110.75","111.62000","4981700","0"
"2006-03-15","111.69000","112.43","111.54","112.33000","5837100","0"
"2006-03-16","112.49000","112.96","112.43","112.77000","6334800","0"
"2006-03-17","112.62000","112.81","112.45","112.70000","5742800","0"
"2006-03-20","112.72000","113.01","112.5","112.69000","6847900","0"
"2006-03-21","112.75000","113.27","112.09","112.31000","8859200","0"
"2006-03-22","112.31000","113.19","112.27","113.06000","7281700","0"
"2006-03-23","113.00000","113.18","112.25","112.78000","6604700","0"
"2006-03-24","112.67000","113.08","112.34","112.75000","4652200","0"
"2006-03-27","112.54000","112.72","112.2","112.45000","3460300","0"
"2006-03-28","112.34000","112.72","111.32","111.43000","8468900","0"
"2006-03-29","111.63000","112.36","111.48","111.97000","7838700","0"
"2006-03-30","111.95000","112.5","111.06","111.42000","8894200","0"
"2006-03-31","111.61000","111.82","110.97","111.31000","6038800","0"
"2006-04-03","111.64000","112.39","111.26","111.31000","7857000","0"
"2006-04-04","111.34000","112.2","111.13","112.00000","6192100","0"
"2006-04-05","111.96000","112.47","111.59","112.36000","7692900","0"
"2006-04-06","112.25000","112.47","111.66","112.17000","5248300","0"
"2006-04-07","112.46000","112.7","111.09","111.24000","7294600","0"
"2006-04-10","111.43000","111.84","111.17","111.51000","5947700","0"
"2006-04-11","111.72000","111.86","110.51","110.93000","7484400","0"
"2006-04-12","111.10000","111.45","111.02","111.29000","3721200","0"
"2006-04-13","111.18000","111.81","111.04","111.28000","4238600","0"
"2006-04-17","111.31000","111.62","110.36","110.83000","5456800","0"
"2006-04-18","111.03000","112.79","111.03","112.64000","10870800","0"
"2006-04-19","112.82000","113.04","112.35","112.86000","6003100","0"
"2006-04-20","112.91000","113.88","112.84","113.49000","10127500","0"
"2006-04-21","113.91000","113.98","113.1","113.40000","6997100","0"
"2006-04-24","113.25000","113.47","112.93","113.35000","5136100","0"
"2006-04-25","113.44000","113.47","112.5","112.84000","8235400","0"
"2006-04-26","112.97000","113.69","112.91","113.39000","6019500","0"
"2006-04-27","112.89000","114.1","112.68","113.77000","14549000","0"
"2006-04-28","113.66000","114.1","113.39","113.88000","4110300","0"
"2006-05-01","113.95000","114.21","113.19","113.30000","5649400","0"
"2006-05-02","113.72000","114.2","113.53","114.15000","6042300","0"
"2006-05-03","113.93000","114.07","113.56","113.96000","4749300","0"
"2006-05-04","114.14000","114.63","114.14","114.33000","4126700","0"
"2006-05-05","114.86000","115.83","114.778","115.63000","6890000","0"
"2006-05-08","115.63000","116","115.63","115.75000","3502300","0"
"2006-05-09","115.83000","116.42","115.77","116.34000","3953400","0"
"2006-05-10","116.25000","116.8","116.04","116.56000","8292900","0"
"2006-05-11","116.46000","116.46","114.85","115.19000","9635700","0"
"2006-05-12","114.91000","115.06","113.82","113.87000","9974700","0"
"2006-05-15","113.52000","114.43","113.42","114.32000","7380700","0"
"2006-05-16","114.40000","114.72","114","114.30000","6972200","0"
"2006-05-17","113.70000","113.84","111.92","111.99000","17248200","0"
"2006-05-18","112.47000","112.68","111.3","111.42000","10613400","0"
"2006-05-19","111.61000","111.71","110.63","111.47000","22180500","0"
"2006-05-22","110.71000","111.66","110.27","110.97000","16608700","0"
"2006-05-23","111.62000","111.94","110.35","110.37000","9681100","0"
"2006-05-24","110.85000","111.57","110.19","111.13000","15392400","0"
"2006-05-25","111.56000","112.09","111.29","112.05000","8585900","0"
"2006-05-26","112.44000","112.81","111.65","112.78000","5280700","0"
"2006-05-30","112.29000","112.38","110.8","110.83000","8300900","0"
"2006-05-31","111.25000","111.81","110.8","111.73000","7136300","0"
"2006-06-01","111.59000","112.66","111.47","112.40000","5982300","0"
"2006-06-02","112.76000","112.85","111.88","112.36000","6554500","0"
"2006-06-05","112.16000","112.22","110.4","110.69000","9940600","0"
"2006-06-06","110.78000","110.94","109.21","109.99000","15140200","0"
"2006-06-07","110.12000","110.73","109.14","109.19000","9066000","0"
"2006-06-08","109.12000","109.67","107.52","109.00000","26005500","0"
"2006-06-09","109.43000","109.75","108.68","108.83000","7298100","0"
"2006-06-12","109.19000","109.26","107.85","107.95000","9055400","0"
"2006-06-13","107.97000","108.69","106.96","106.97000","13086200","0"
"2006-06-14","107.15000","108.36","106.95","108.33000","10352700","0"
"2006-06-15","108.55000","110.46","108.46","110.35000","11215100","0"
"2006-06-16","109.92000","110.38","109.71","109.98000","5752200","0"
"2006-06-19","110.30000","110.44","108.96","109.17000","7078800","0"
"2006-06-20","109.47000","110.23","109.27","109.86000","7217400","0"
"2006-06-21","109.70000","111.25","109.69","110.71000","9160600","0"
"2006-06-22","110.59000","110.67","109.79","110.20000","5100600","0"
"2006-06-23","110.01000","110.69","109.66","109.97000","6714000","0"
"2006-06-26","109.94000","110.45","109.65","110.40000","4299500","0"
"2006-06-27","110.41000","110.59","109.14","109.26000","6515300","0"
"2006-06-28","109.44000","109.84","108.97","109.82000","3984400","0"
"2006-06-29","110.23000","111.87","110.13","111.80000","8166200","0"
"2006-06-30","112.22000","112.28","111.59","111.79000","3904600","0"
"2006-07-03","111.95000","112.25","111.86","112.20000","1052100","0"
"2006-07-05","111.73000","111.85","111.18","111.47000","3459400","0"
"2006-07-06","111.65000","112.56","111.63","112.19000","9407000","0"
"2006-07-07","111.65000","112.4","110.69","110.96000","7183000","0"
"2006-07-10","111.34000","111.78","110.9","111.15000","4376500","0"
"2006-07-11","110.85000","111.53","110.29","111.47000","5236500","0"
"2006-07-12","111.34000","111.52","109.98","110.33000","4850200","0"
"2006-07-13","109.76000","109.79","108.26","108.30000","16124500","0"
"2006-07-14","108.43000","108.59","107.01","107.32000","8207000","0"
"2006-07-17","107.38000","108.07","107.17","107.52000","8335300","0"
"2006-07-18","107.75000","108.24","106.89","108.19000","11285100","0"
"2006-07-19","108.44000","110.44","108.1","110.04000","11505200","0"
"2006-07-20","110.30000","110.45","109.24","109.42000","7766700","0"
"2006-07-21","109.60000","109.61","108.29","108.56000","9162500","0"
"2006-07-24","109.00000","110.6","109","110.50000","9628200","0"
"2006-07-25","110.27000","111.26","109.89","110.79000","8120800","0"
"2006-07-26","110.80000","111.48","110.39","110.91000","6206200","0"
"2006-07-27","111.35000","111.78","110.78","111.27000","9135400","0"
"2006-07-28","111.46000","112.33","111.15","112.07000","11306500","0"
"2006-07-31","111.80000","112.05","111.66","111.90000","3906800","0"
"2006-08-01","111.50000","111.52","110.75","111.22000","5439000","0"
"2006-08-02","111.55000","112.2","111.44","111.98000","3929900","0"
"2006-08-03","111.43000","112.66","111.27","112.59000","6181100","0"
"2006-08-04","113.14000","113.37","111.82","112.48000","7698000","0"
"2006-08-07","112.14000","112.42","111.85","112.34000","3623400","0"
"2006-08-08","112.47000","112.76","111.15","111.84000","9065100","0"
"2006-08-09","112.40000","112.51","110.72","110.95000","8371000","0"
"2006-08-10","110.85000","111.53","110.5","111.30000","7656700","0"
"2006-08-11","111.06000","111.15","110.55","111.05000","5274900","0"
"2006-08-14","111.62000","112.13","110.89","111.15000","7949500","0"
"2006-08-15","112.07000","112.45","111.73","112.26000","4698400","0"
"2006-08-16","112.75000","113.55","112.68","113.41000","6681700","0"
"2006-08-17","113.30000","113.88","113.19","113.46000","5960100","0"
"2006-08-18","113.45000","113.8","113.08","113.80000","3983800","0"
"2006-08-21","113.43000","113.56","113.1","113.50000","5057800","0"
"2006-08-22","113.28000","113.75","112.93","113.29000","3930900","0"
"2006-08-23","113.28000","113.62","112.58","113.11000","7034300","0"
"2006-08-24","113.20000","113.34","112.67","112.80000","4049000","0"
"2006-08-25","112.73000","113.15","112.52","112.84000","3559900","0"
"2006-08-28","112.74000","113.87","112.73","113.44000","3877100","0"
"2006-08-29","113.46000","113.76","112.93","113.51000","4967000","0"
"2006-08-30","113.75000","114.07","113.56","113.76000","4297200","0"
"2006-08-31","113.86000","114.08","113.68","113.81000","3895700","0"
"2006-09-01","114.21000","114.77","113.95","114.70000","4494500","0"
"2006-09-05","114.62000","114.9","114.38","114.73000","5085800","0"
"2006-09-06","114.27000","114.44","113.97","114.14000","4349600","0"
